Date,Mgr_01,Mgr_02,Mgr_03,Mgr_04,Mgr_05,Mgr_06,Mgr_07,Mgr_08,Mgr_09,Mgr_10,Mgr_11,Mgr_12,Mgr_13,Mgr_14,Mgr_15,Mgr_16,Mgr_17,Mgr_18,Mgr_19,Mgr_20,SPX
2005-07-31,0.04116927235705546,-0.02725081713649061,-0.0029432661192178786,0.0880065744990135,-0.03159331313980448,0.07874462334456216,0.04778591247154613,-0.03214682521537322,-0.046734920877760176,-0.010000094972872728,-0.06428435752398134,0.09737447609045337,0.0980320482156058,-0.050409884578743756,-0.06047723482030915,0.07284434316151785,0.04199774927320236,0.021493487311736635,-0.014055576127962112,0.09439410379056304,0.0013030349271623718
2005-08-31,0.051804802246138905,0.02684166348043326,0.0030301983033293946,0.003557368855497964,-0.03625912114331671,-0.012277041888970166,0.012610616930842956,-0.058142118547854615,0.02203004689590473,0.09372663997463633,-0.045854782888938496,-0.03647829913849383,0.026002985661649613,-0.08820874145576893,0.09778754062495358,-0.011134436067811657,0.03280785913716514,0.0052514142247422025,0.044242878018842136,-0.03666372707662269,0.004372766215685586
2005-09-30,-0.07368251881607801,-0.03268377237397757,0.013647817824905782,0.13589355625780292,-0.06218000205595072,0.012240321727266624,-0.026942126892004065,-0.02178272889361151,-0.03868168276644105,0.027163126833014466,0.0043389590294759936,0.027319139566870005,0.0340843882736047,-0.05860724986107142,0.07604259508822633,0.04210125651299265,-0.04280817070885279,0.017280835571481273,-0.008791647787587002,0.015606945634861284,0.008951386377354226
2005-10-31,-0.037610252473625136,0.03701386282436747,0.024508170479270362,0.027462218282566925,0.012153079639315167,0.05886173634892608,0.04525397991671827,-0.03162338110326012,0.018658643082287586,0.038122461210023065,0.044022477555685974,0.029974789392279107,0.05861243959933914,0.009056130670844188,0.007995194809325775,0.04118008563674363,-0.03763988553965197,0.012436502706427488,0.06001542108852763,-0.034863162343932545,0.053781605572315795
2005-11-30,0.009480895879821843,0.05627051916301958,-0.03144569476209533,0.09829086225993228,-0.062209238639156485,0.10288684491888618,-0.011949306170379636,0.03089696007085919,-0.04765268406778393,-0.010399768650064582,0.04483305709661301,0.021814292334088745,0.037872322912579165,0.051877988853158086,-0.05506033495954785,-0.026304866481413818,-0.01945790485579301,0.0035696580380984817,0.044253337631607555,-0.009450427091579436,-0.02220728632805632
2005-12-31,-0.015212859968542158,0.024094587937962004,-0.034497319322744496,0.010710270613601924,-0.1167393606019485,-0.0195609341821562,0.05810725975600129,0.03145430304793252,0.016021161923022862,-0.029537777227133355,0.031298997317147116,0.021054987617030126,-0.029869971564167777,-0.027028780146811315,0.09737516248672008,0.028832815004898156,0.017453640369470863,-0.0001545612711005002,-0.0036204124774253813,0.07802356628192494,-0.060278800191378094
2006-01-31,0.013417820759082134,-0.005808727759712309,0.036126242174751855,0.06339559827744473,-0.016570110644939053,0.0052462429580701336,0.017326827893366002,-0.025814532739662825,-0.01508216052339802,-0.0760419868242146,-0.027658383246988938,0.017445990372567423,0.019918185370304882,0.07991600162705265,-0.009149378159430642,0.11106494887636098,-0.07085483983794154,-0.0019639764441586843,-0.03506750150986226,-0.013619334351809077,0.020918211716001778
2006-02-28,-0.04348499838637145,0.028285815346001743,-0.01627446779278438,-0.05146574633920932,-0.09563131853473925,0.08970771185666329,-0.0856793030679265,-0.00030518794648913517,0.06022377674981612,0.033084321953280635,0.006649139559266293,0.0842025374843377,-0.027009386061371637,-0.0341399815455739,-0.04994463479162969,0.018432816844238437,0.007618517642693169,0.016731685059460807,0.06184156975339423,-0.0069317495174599595,-0.07374632344692517
2006-03-31,0.0460772896379549,-0.006282164315807527,-0.04879565789509184,-0.042869621024936785,-0.03761126745732915,-0.06139907688712175,0.021301046344000228,-0.0638886441828644,0.016728243589022966,0.030174374620448613,-0.00827471683916086,0.05675146391571033,0.02366152569445772,-0.009392498523652731,-0.08716311030406979,0.03523108120343365,0.01981487484278188,0.02225116819548857,0.015844974915663695,-0.03401000469171871,-0.004044143805421603
2006-04-30,0.05569696407314795,0.051298829823357775,0.014359313672349638,0.04275970357101144,-0.044198130599209545,0.054318206509969366,0.09480949430014554,-0.012055503650752544,0.05411147471724164,0.017706042808157258,-0.004237280850050313,-0.044723995199158685,0.030385933521188496,-0.05221011006911053,-0.024288959763068673,0.05225894550322932,-0.0014443320373985636,0.01568183849274221,0.007380276984976709,0.05035259748097746,0.05547497159435273
2006-05-31,0.018476185519118178,-0.07403354774796778,0.01648964574400954,0.06637692465463739,-0.041423870593732,-0.038543837314457194,0.07531210757267312,0.024627864609687522,-0.026484664258202888,0.013135584194940679,0.09558976049309979,0.042729886380256335,-0.011861712773227378,0.05101623711041389,-0.06980422031463981,-0.06861450089441945,0.028884306654285777,-0.02577616800698124,0.04264922566641079,-0.1297541189187075,0.03116375614034953
2006-06-30,0.06761966071477821,-0.007376135403504649,-0.05046347905915302,0.019789824377368103,0.11897716579713422,0.012246714322004281,0.08793081410664828,0.04131125618226551,0.007116133940640614,0.055228495735554405,-0.0732870325367942,0.04671759817508776,-0.05539789783756851,0.1060540894261015,-0.022973119170359154,0.040516470444433246,0.017482201075322477,-0.020068236393815657,0.038182324201062295,-0.014331211280543123,0.04969424262901104
2006-07-31,0.03598567539925634,-0.08505787868945208,0.01011589024030524,-0.05549045009859388,0.010143617326116218,-0.003190893103313051,-0.01389091221380069,-0.019230153346292047,-0.03519797713893089,-0.04404756376372199,-0.00541534719276411,0.020739125331956498,0.015295906556371492,-0.08558711003740663,0.05608236597643179,-0.04346214266547544,-0.012263702117723823,0.02341823904129445,0.053247039282828854,0.001730017053860073,0.03281405460811316
2006-08-31,-0.006012693110708327,-0.06138927112232945,0.026534455053114855,-0.04009704498931331,0.019762085507549435,-0.03431120366877789,0.07200006559782296,0.04953891674388991,-0.012677948177629548,0.014841334859854378,0.06017751222292421,0.059959268613606356,0.013974150744917738,-0.017901949261976552,-0.007505777950709894,-0.006177957778049525,-0.06656838810415695,0.05602197536016885,0.007366799184859553,-0.021022191165703776,0.10441337955133634
2006-09-30,0.020820822211763606,0.07024545886167026,0.015001701900335092,-0.07518830213432656,-0.09239315975572328,-0.035015954178957566,-0.016750105199415742,-0.05202410069239845,-0.0077044642746463745,-0.03914410567640483,-0.056888715566161874,0.016159777146889483,-0.094813221256897,0.061428545893721556,0.03338801275685943,0.12140405806479312,0.015719514507260432,0.017489967102475624,0.013737605785989357,0.04246317466514679,-0.0155295851062726
2006-10-31,-0.028602293937445032,0.04790580253655187,0.024632743958420862,-0.08398783250840175,-0.029746408560896588,0.02056578953790838,0.027234574207995743,-0.03999102801808677,-0.025559619807866328,0.09394449691934875,-0.021155813420871805,0.01851551715529902,0.03374965474662898,-0.07449335603891016,-0.028425503809384384,-0.00273136439113907,-0.025636794315725825,0.0003971836072713922,-0.02397084577933941,0.05774394301500277,0.02392526708033293
2006-11-30,0.04188494439457423,-0.027539575835159254,-0.04473619484889666,0.005149086294507676,0.01680704215643906,0.053737092473012636,-0.03212192809096165,0.03616935234215696,-0.04624305623511276,0.04934911139590204,-0.017043001164322325,0.013986692125074404,0.050342182988723165,0.02485048286052219,0.014916667728765654,-0.037133610406743005,-0.011424032504088345,0.01935903550811608,0.024555010020966956,-0.047751712872348265,-0.009524818848506013
2006-12-31,0.013059325635534443,-0.0630963452121703,0.01477718648983884,0.07429343525221763,-0.052127370619124876,0.003596231441487501,0.004561064267954541,0.07521527684986569,-0.05404409697866328,-0.06975514728512609,-0.0042672471179408126,-0.0873532409510591,0.13869661685879442,0.057053889472326015,0.12055172535330785,0.07377427039530933,0.030176315638501053,-0.022386464649153854,0.0141053813346015,0.09466298632091265,0.04627205079659484
2007-01-31,-0.002026291639017041,-0.12878941374135888,-0.005941906624632602,0.00251360043227427,0.055365993602071555,0.012416812679822063,-0.007607247466908068,0.029438040738407466,-0.09164682268084627,-0.05159395187623276,-0.06384938012714651,0.004604858884097169,-0.016829633056130198,-0.0005459508350567303,-0.009128319117793408,-0.04813934511796278,0.0650472355299536,0.04982988814010161,0.014670659935187362,-0.04763595586868245,0.005537004957980162
2007-02-28,-0.00844863654299765,-0.01651620011979554,-0.012416641320056102,-0.10038969728558615,-0.061984755930291444,0.0361876453589662,0.06526373295540286,0.010175631019638393,-0.04108124202622488,0.028033134015896494,0.03492210178684843,-0.023457762241232152,-0.010802502786792487,0.022116941765683157,0.03337258771643652,-0.007281715344983654,0.008124223858957827,0.01625031954753556,0.013944215513358426,0.0625597360498235,0.07675379517776182
2007-03-31,0.05371749077520744,0.11923539703331433,0.03247698355840727,-0.013218862635424893,-0.011773862340063078,-0.0349118986594496,0.03587495815060877,-0.07354231961736257,0.026084108285635742,-0.008354752414910755,0.03797251398358534,-0.04688286921289165,-0.05932385383073238,0.0824461711528907,-0.07866525558354284,0.06892789363782159,0.030509179962821358,-0.007499007461585111,-0.004148704126672488,0.018051033842656536,-0.013232638216079059
2007-04-30,0.01084169732356364,0.028363608490333987,0.052088065114124796,0.007543549591832751,-0.028840825025615902,0.041556233099081456,0.03946704661439099,-0.0658004717528569,-0.0625045784299317,-0.02575942164496633,0.030987602678525867,0.07697270650148266,0.02318999151790821,0.09216402933864096,0.09628911395510902,0.016877649722362418,-0.04797445309223292,0.008239209546556336,-0.00826629563221217,-0.00793800635839632,0.06428506102867937
2007-05-31,-0.007224324957727182,-0.01782843144700088,0.06302449266622892,0.11906110383509864,0.012787348112794111,0.04525940375898256,-0.02590073309775441,0.019067497176862985,-0.05316991553176773,0.10494330137611987,-0.03128845453320794,0.0323298398602552,0.01632551891154607,-0.008919873906761501,-0.015991169230803348,-0.07534381543593162,0.016522867308198918,-0.0018855817781529179,0.03611585857407274,-0.0036386497242017805,0.031725581221758836
2007-06-30,-0.009440891626569468,0.028972147948488913,0.0472856507758549,-0.07699624152880656,-0.03170982701139434,0.12478357824261255,0.0033627012110272955,0.0008063760404062206,0.07311300430441957,0.029636142706847036,0.01228971324266659,0.0074391271146702735,-0.03958838088371556,-0.03319250746373207,0.0683344428177299,0.034331639465809055,0.004949584973052491,0.053379247152610804,0.0506929692883884,0.01198038098990423,0.006701557236520777
2007-07-31,0.03361669815556907,-0.06367467960077815,-0.001580047115035909,-0.01561606102044619,-0.010452735993941326,-0.011379358818085097,-0.003938156599590929,-0.02789162321848389,-0.02467899399967687,0.04342735972947358,-0.03203454507313548,-0.017391119410848567,-0.005768509312593006,-0.0530357308553207,0.0036290991921404427,-0.012402505449271541,0.05373370257416083,0.007439960783201473,-0.007360466605190835,0.02376329965208318,0.029697693514396974
2007-08-31,0.023728988715210373,-0.007001045214012802,0.0142876356929204,0.0943301550861453,-0.00732010613471935,-0.013899566357019333,0.048690086594396415,0.017748387189090945,0.013646132981380782,-0.006867662716874128,-0.00699869769671454,0.02447886588345824,-0.09639910335365282,0.04154978310606179,0.04471115541224473,0.0916518534436143,-0.015450918585325098,0.019318538808347812,0.024657133846962033,-0.023393142032744396,0.018450575501167688
2007-09-30,0.026222439116212526,0.013201620914733439,0.02906155668838496,0.026534942377891852,-0.03517289565184115,0.04006549993143285,0.060416733080416715,0.021745418298006847,0.02990045027366741,0.05474198526548516,0.10448552538227039,0.05798035487987504,0.04865711847485996,-0.07796185093650487,0.04806132103050005,-0.02314188630884665,-0.004987164739117185,0.03405820969880443,0.021988949682909615,0.006565567945350541,0.022238187210072403
2007-10-31,0.021153436946094093,0.00657941256250185,0.007988523501362567,0.025842573349291603,0.03223578486622933,0.04100246239492747,0.05082739874223395,0.0533572035790607,0.030839199136942955,0.0019372753950337295,0.012559845652640018,-0.027180428673972704,-0.03895610444305873,-0.02180915068641665,-0.01524049025981535,0.06268713772807426,0.04508722738067121,-0.004119037915171615,0.0029522745589778392,-0.015261514662559063,-0.0002748429237756367
